primaryName,originalTitle,birthYear,deathYear,primaryProfession
Noni Hazlehurst,Little Fish,1953,0,director
Rowan Woods,Little Fish,1959,0,director
Rowan Woods,Little Fish,1959,0,writer
Rob Cohen,Stealth,1949,0,director
Alexandra Davies,Stealth,1977,0,director
Lizzy Gardiner,Stealth,1966,0,writer
Nicholas Hammond,Stealth,1950,0,writer
Piotr Karwas,Stealth,1974,0,director
Piotr Karwas,Stealth,1974,0,writer
Adam Khamis,Stealth,1978,0,director
Adam Khamis,Stealth,1978,0,writer
Tye Lombardi,Stealth,1976,0,writer
W.D. Richter,Stealth,1945,0,writer
W.D. Richter,Stealth,1945,0,director
J. Michael Riva,Stealth,1948,2012,director
Robert Townson,Stealth,1966,0,director
Jamieson Fry,Stealth,1978,0,director
Jason Chan,Stealth,1971,0,director
Jason Chan,Stealth,1971,0,writer
Isaac Slade,Stealth,1981,0,director
Tom Noonan,"Synecdoche, New York",1951,0,writer
Tom Noonan,"Synecdoche, New York",1951,0,director
Charlie Kaufman,"Synecdoche, New York",1958,0,writer
Samantha Morton,"Synecdoche, New York",1977,0,writer
Robert Seay,"Synecdoche, New York",1976,0,writer
Robin Weigert,"Synecdoche, New York",1969,0,director
Monique Soltani,"Synecdoche, New York",1975,0,director
Henry Prince,"Synecdoche, New York",1985,0,director
Henry Prince,"Synecdoche, New York",1985,0,writer
Miguel Littin,La Última Luna,1942,0,director
Miguel Littin,La Última Luna,1942,0,writer
Henning Lohner,BloodRayne,1961,0,director
Henning Lohner,BloodRayne,1961,0,writer
Uwe Boll,BloodRayne,1965,0,director
Uwe Boll,BloodRayne,1965,0,writer
Theodor Halacu-Nicon,BloodRayne,1970,0,director
Theodor Halacu-Nicon,BloodRayne,1970,0,writer
Olaf Ittenbach,BloodRayne,1969,0,director
Christine Wagner,BloodRayne,1963,0,director
Michael Roesch,BloodRayne,1974,0,writer
Michael Roesch,BloodRayne,1974,0,director
Madalina Constantin,BloodRayne,1978,0,writer
Radu Andrei Micu,BloodRayne,1982,0,writer
Letitia Rosculet,BloodRayne,1982,0,director
Christian Halten,BloodRayne,1970,0,director
Corina Radu,BloodRayne,1973,0,director
Aline Fischer,BloodRayne,1981,0,director
Aline Fischer,BloodRayne,1981,0,writer
Teona Galgotiu,BloodRayne,1998,0,director
Teona Galgotiu,BloodRayne,1998,0,writer
Gordy Hoffman,A Coat of Snow,1965,0,writer
Gordy Hoffman,A Coat of Snow,1965,0,director
Emily Booth,Evil Aliens,1976,0,writer
Jake West,Evil Aliens,1972,0,director
Dave Bradley,Evil Aliens,1972,0,writer
Quentin Reynolds,Evil Aliens,1962,0,director
Bertrand Cantat,Mouth to Mouth,1964,0,writer
Márcia Cardoso,Mouth to Mouth,1975,0,writer
Tiffany Limos,Sueño,1980,0,director
Tiffany Limos,Sueño,1980,0,writer
Nicolas Boukhrief,Silent Hill,1963,0,writer
Nicolas Boukhrief,Silent Hill,1963,0,director
Christophe Gans,Silent Hill,1960,0,director
Christophe Gans,Silent Hill,1960,0,writer
Radha Mitchell,Silent Hill,1973,0,director
Sébastien Prangère,Silent Hill,1970,0,director
Roberto Campanella,Silent Hill,1968,0,director
Steve Conrad,The Weather Man,1968,0,writer
Steve Conrad,The Weather Man,1968,0,director
Bryant Gumbel,The Weather Man,1948,0,writer
Gemmenne de la Peña,The Weather Man,1992,0,writer
Judith McConnell,The Weather Man,1944,0,writer
Daniel Riggs,The Weather Man,1969,0,writer
Tom Skilling,The Weather Man,1952,0,writer
Kazuo Ishiguro,The White Countess,1954,0,writer
Da Ying,The White Countess,1960,0,director
Da Ying,The White Countess,1960,0,writer
Richard Rossi,Aimee Semple McPherson,1963,0,writer
Craig Lucas,The Dying Gaul,1951,0,writer
Craig Lucas,The Dying Gaul,1951,0,director
Jeff McLaughlin,Lonesome Jim,1984,0,writer
Jeff McLaughlin,Lonesome Jim,1984,0,director
Stan Cullimore,The Long Weekend,1962,0,writer
Pat Holden,The Long Weekend,1966,0,director
Pat Holden,The Long Weekend,1966,0,writer
Sebastián Faena,La mujer rota,1980,0,director
Sebastián Faena,La mujer rota,1980,0,writer
Jack Stahlmann,Boo,1980,0,writer
René Dif,Pistoleros,1967,0,writer
Hector Vega Mauricio,Pistoleros,1965,0,director
Lars B. Frahm,Pistoleros,1983,0,writer
Alexandre Archimbaud,Pistoleros,1979,0,director
Michael Moore,Sicko,1954,0,director
Michael Moore,Sicko,1954,0,writer
Tony Benn,Sicko,1925,2014,writer
Dana Brown,Dust to Glory,1959,0,writer
Dana Brown,Dust to Glory,1959,0,director
David Ogden,Inside Out,1975,0,director
David Ogden,Inside Out,1975,0,writer
Jeffrey Donovan,Hitch,1968,0,director
Robinne Lee,Hitch,1974,0,writer
Eva Mendes,Hitch,1974,0,director
Andy Tennant,Hitch,1955,0,director
Andy Tennant,Hitch,1955,0,writer
David Wike,Hitch,1968,0,writer
Bill Kotsatos,Hitch,1969,0,director
Bill Kotsatos,Hitch,1969,0,writer
Quinnes Dammond Parker,Hitch,1977,0,writer
Tobias Truvillion,Hitch,1975,0,director
Amerie,Hitch,1980,0,writer
Scott Hatfield,Hitch,1968,0,director
Ptolemy Slocum,Hitch,1975,0,director
Scott Roberts,Aurora Borealis,1971,0,director
Jerry Adler,Prime,1929,0,director
Madhur Jaffrey,Prime,1933,0,writer
Madhur Jaffrey,Prime,1933,0,director
Ben Younger,Prime,1972,0,director
Ben Younger,Prime,1972,0,writer
David Leslie,The Roost,1957,0,director
Heather Robb,The Roost,1983,0,writer
Daniel Auteuil,Caché,1950,0,director
Daniel Auteuil,Caché,1950,0,writer
Christian Berger,Caché,1945,0,director
Christian Berger,Caché,1945,0,writer
Philippe Besson,Caché,1962,0,writer
Louis-Do de Lencquesaing,Caché,1963,0,director
Louis-Do de Lencquesaing,Caché,1963,0,writer
Daniel Duval,Caché,1944,2013,director
Daniel Duval,Caché,1944,2013,writer
Michael Haneke,Caché,1942,0,director
Michael Haneke,Caché,1942,0,writer
Veit Heiduschka,Caché,1938,0,writer
Diouc Koma,Caché,1980,0,writer
Mazarine Pingeot,Caché,1974,0,writer
Mazarine Pingeot,Caché,1974,0,director
Denis Podalydès,Caché,1963,0,writer
Kathrin Resetarits,Caché,1973,0,writer
Nathalie Richard,Caché,1963,0,writer
Jean Teulé,Caché,1953,0,writer
Jean Teulé,Caché,1953,0,director
Lina Martins,Caché,1966,0,director
Lina Martins,Caché,1966,0,writer
Marie Kremer,Caché,1982,0,director
Marie Kremer,Caché,1982,0,writer
Jean-Jacques Brochier,Caché,1937,2004,director
Jean-Jacques Brochier,Caché,1937,2004,writer
Greg Davis Jr.,King of California,1984,0,writer
Allisyn Snyder,King of California,1996,0,director
Vance Owen,King of California,1964,0,writer
Tabitha Stevens,The L.A. Riot Spectacular,1970,0,director
Andy B. Dardaine,The L.A. Riot Spectacular,1973,0,writer
Álvaro Buela,Alma mater,1961,0,director
Álvaro Buela,Alma mater,1961,0,writer
Troels Lyby,Anklaget,1966,0,director
Jacob Thuesen,Anklaget,1962,0,director
Yuri Zeltser,The Circle,1962,0,writer
Yuri Zeltser,The Circle,1962,0,director
Hal Hartley,The Girl from Monday,1959,0,director
Hal Hartley,The Girl from Monday,1959,0,writer
Darius Safavi,The Girl from Monday,1984,0,director
Darius Safavi,The Girl from Monday,1984,0,writer
Stephen Marcus,The Greatest Game Ever Played,1962,0,writer
Stephen Marcus,The Greatest Game Ever Played,1962,0,director
Walter Massey,The Greatest Game Ever Played,1928,2014,director
Walter Massey,The Greatest Game Ever Played,1928,2014,writer
Michael Sinelnikoff,The Greatest Game Ever Played,1928,0,writer
Michael Weaver,The Greatest Game Ever Played,1971,0,director
Michael Weaver,The Greatest Game Ever Played,1971,0,writer
Josh Flitter,The Greatest Game Ever Played,1994,0,director
Josh Flitter,The Greatest Game Ever Played,1994,0,writer
Michael Worth,Killing Cupid,1965,0,writer
Michael Worth,Killing Cupid,1965,0,director
Silvio Renoldi,O Signo do Caos,1942,2004,writer
Rogério Sganzerla,O Signo do Caos,1946,2004,director
Rogério Sganzerla,O Signo do Caos,1946,2004,writer
Ratiborka Ceramilac,Budjenje iz mrtvih,1947,2016,director
Milos 'Misa' Radivojevic,Budjenje iz mrtvih,1939,0,director
Milos 'Misa' Radivojevic,Budjenje iz mrtvih,1939,0,writer
David J. Burke,Edison,1948,0,writer
Kirsten Tretbar,Gigi 12x5,1966,0,director
Salla Paajanen,Matti,1964,0,writer
Jeff Rosenthal,I Want Someone to Eat Cheese With,1967,0,writer
Amanda Peet,A Lot Like Love,1972,0,writer
Ashton Kutcher,A Lot Like Love,1978,0,writer
Nigel Cole,A Lot Like Love,1959,0,director
Colin Patrick Lynch,A Lot Like Love,1968,0,writer
Colin Patrick Lynch,A Lot Like Love,1968,0,director
Craig Miller,A Lot Like Love,1978,0,director
John Reidy,The Signs of the Cross,1956,0,director
Uzi Weil,Bekarov Yikre Lekha Mashehu Tov,1964,0,writer
Uzi Weil,Bekarov Yikre Lekha Mashehu Tov,1964,0,director
Earl Hilliard Jr.,Camp D.O.A.,1969,0,director
Adrienne Stoltz,Mozart and the Whale,1977,0,writer
Shane Houston,Anderson's Cross,1979,0,director
Reedy Gibbs,Brick,1947,0,writer
Meagan Good,Brick,1981,0,director
David Allen Grove,Brick,1968,0,director
Rian Johnson,Brick,1973,0,director
Rian Johnson,Brick,1973,0,writer
Dana Lustig,Brick,1963,0,director
Matt O'Leary,Brick,1987,0,director
Noah Segan,Brick,1983,0,director
Jonathan Cauff,Brick,1982,0,director
Marian Wagner,The Other Side,1954,0,writer
Roger Hinze,Reeker,1968,0,director
Mischa Alexander,Sportman van de Eeuw,1962,0,writer
Mischa Alexander,Sportman van de Eeuw,1962,0,director
Jochum ten Haaf,Sportman van de Eeuw,1978,0,writer
Jenna Mattison,The Third Wish,1976,0,writer
Ryan Kirk,Viva,1985,0,writer
Fridolin Schönwiese,Volver la vista - der umgekehrte Blick,1967,0,director
Fridolin Schönwiese,Volver la vista - der umgekehrte Blick,1967,0,writer
Thom Fitzgerald,3 Needles,1968,0,writer
Thom Fitzgerald,3 Needles,1968,0,director
Ginger Lynn,The Devil's Rejects,1962,0,director
Ginger Lynn,The Devil's Rejects,1962,0,writer
Elizabeth Daily,The Devil's Rejects,1961,0,writer
Ken Foree,The Devil's Rejects,1948,0,writer
Geoffrey Lewis,The Devil's Rejects,1935,2015,writer
Geoffrey Lewis,The Devil's Rejects,1935,2015,director
Rob Zombie,The Devil's Rejects,1965,0,director
Damon Fox,The Devil's Rejects,1966,0,writer
Steven R. Monroe,House of 9,1964,0,director
Julienne Davis,House of 9,1973,0,writer
Alexander Izotov,Time of Change,1971,0,writer
Russell Friedenberg,Trudell,1968,0,writer
Russell Friedenberg,Trudell,1968,0,director
Heather Rae,Trudell,1966,0,director
Nathalie Petrowski,Maman Last Call,1954,0,writer
Nathalie Petrowski,Maman Last Call,1954,0,director
Bill McNally,Dangerous Crosswinds,1971,0,director
Bill Millios,Dangerous Crosswinds,1966,0,director
Bill Millios,Dangerous Crosswinds,1966,0,writer
A.J. Lambert,Shadowboxer,1974,0,director
Asif Siddiky,Shadowboxer,1982,0,writer
Gena Rowlands,The Skeleton Key,1930,0,writer
Mark Krasnoff,The Skeleton Key,1963,2006,writer
Iain Softley,The Skeleton Key,1958,0,director
Iain Softley,The Skeleton Key,1958,0,writer
Earl Brown,The Skeleton Key,1928,2008,writer
Carlos Alberto Riccelli,"Stress, Orgasms, and Salvation",1946,0,director
Brett Boggs,Rumor Has It...,1970,0,director
Claire Gerety-Mott,Rumor Has It...,1979,0,writer
Martin Guigui,Cattle Call,1965,0,director
Cody Westheimer,Cattle Call,1979,0,director
Chelsea Handler,Cattle Call,1975,0,writer
Eric Hendershot,Down and Derby,1948,0,writer
Eric Hendershot,Down and Derby,1948,0,director
Matt Mulhern,Duane Hopwood,1960,0,director
Matt Mulhern,Duane Hopwood,1960,0,writer
Edward Dentzel,The Indie Pendant,1970,0,writer
Kelly Schwarze,The Indie Pendant,1978,0,director
Matthew Manson,Lord of War,1980,0,writer
Matthew Manson,Lord of War,1980,0,director
Amir Mokri,Lord of War,1956,0,writer
Chris Roberts,Lord of War,1968,0,director
Chris Roberts,Lord of War,1968,0,writer
Gérald Hustache-Mathieu,Avril,1968,0,director
Gérald Hustache-Mathieu,Avril,1968,0,writer
Maria Essen,Som man bäddar...,1968,0,director
Maria Essen,Som man bäddar...,1968,0,writer
Stefan Ahnhem,Som man bäddar...,1966,0,writer
Jan Hertz,Bag det stille ydre,1949,0,director
Dennis Jürgensen,Bag det stille ydre,1961,0,writer
Frank Paulsen,Bag det stille ydre,1933,0,director
Martin Schmidt,Bag det stille ydre,1961,0,director
Till Franzen,Die blaue Grenze,1973,0,director
Till Franzen,Die blaue Grenze,1973,0,writer
Willem van de Sande Bakhuyzen,Lepel,1957,2005,director
Brent Taylor,Take Out,1980,0,director
Brent Taylor,Take Out,1980,0,writer
Dom Davis,Take Out,1985,0,writer
Clint Comer,Take Out,1981,0,director
Clint Comer,The Curse of El Charro,1981,0,director
Peter Paige,Say Uncle,1969,0,writer
Christopher Racster,Say Uncle,1969,0,director
RQ Mattoso,Say Uncle,1985,0,director
RQ Mattoso,Say Uncle,1985,0,writer
Kelsey Glasser,Say Uncle,1988,0,writer
Dane Moreton,The Helix... Loaded,1974,0,director
Kevin Jordan,Brooklyn Lobster,1974,0,writer
Kevin Jordan,Brooklyn Lobster,1974,0,director
Jeffrey Reddick,Tamara,1969,0,writer
Danny Leiner,The Great New Wonderful,1961,2018,director
Danny Leiner,The Great New Wonderful,1961,2018,writer
Kalani Queypo,The New World,1986,0,director
Kalani Queypo,The New World,1986,0,writer
Yorick van Wageningen,The New World,1964,0,writer
Josh Padgett,The New World,1984,0,writer
Gayle Yiotis,The New World,1942,0,director
Collin Friesen,The Big White,1964,0,writer
Collin Friesen,The Big White,1964,0,director
MacGregor Austin-Olsen,The Big White,1979,0,writer
Eric Epstein,The Big White,1958,0,writer
Fulvio Cecere,Chaos,1960,0,director
Tony Giglio,Chaos,1971,0,writer
Tony Giglio,Chaos,1971,0,director
Darcy Laurie,Chaos,1966,0,writer
Keegan Connor Tracy,Chaos,1971,0,director
Keegan Connor Tracy,Chaos,1971,0,writer
Justine Waddell,Chaos,1975,0,director
Justine Waddell,Chaos,1975,0,writer
Giovanni Morassutti,Last Days,1980,0,director
Veronica Solomon,Snuff-Movie,1980,0,director
Veronica Solomon,Snuff-Movie,1980,0,writer
Lauren A Jackson,Perfect Creature,1976,0,director
Brandon T. Jackson,Roll Bounce,1984,0,writer
Sean Covel,Think Tank,1976,0,director
Sean Covel,Think Tank,1976,0,writer
Brett Hernandez Spackman,Think Tank,1972,0,writer
Brett Hernandez Spackman,Think Tank,1972,0,director
Petra Katharina Wagner,Maria an Callas,1958,0,director
Petra Katharina Wagner,Maria an Callas,1958,0,writer
Idalis DeLeon,Running Scared,1969,0,director
Wayne Kramer,Running Scared,1965,0,writer
Wayne Kramer,Running Scared,1965,0,director
James Sbardellati,Running Scared,1951,0,director
Frédéric Balekdjian,Les mauvais joueurs,1964,0,director
Frédéric Balekdjian,Les mauvais joueurs,1964,0,writer
Laure Cohen,Les mauvais joueurs,1977,0,director
Laure Cohen,Les mauvais joueurs,1977,0,writer
Victory Tischler-Blue,El camino del diablo,1959,0,director
Steve Payne,El camino del diablo,1959,0,director
Florian Henckel von Donnersmarck,Das Leben der Anderen,1973,0,director
Florian Henckel von Donnersmarck,Das Leben der Anderen,1973,0,writer
Kai Ivo Baulitz,Das Leben der Anderen,1971,0,writer
Hagen Bogdanski,Das Leben der Anderen,1965,0,director
Sheri Hagen,Das Leben der Anderen,1968,0,director
Sheri Hagen,Das Leben der Anderen,1968,0,writer
Ulrich Mühe,Das Leben der Anderen,1953,2007,director
Ulrich Tukur,Das Leben der Anderen,1957,0,writer
Hagen Keller,Das Leben der Anderen,1968,0,writer
Hagen Keller,Das Leben der Anderen,1968,0,director
Charly Hübner,Das Leben der Anderen,1972,0,director
Charly Hübner,Das Leben der Anderen,1972,0,writer
Harald Polzin,Das Leben der Anderen,1964,0,director
Theresa von Eltz,Das Leben der Anderen,1978,0,director
Theresa von Eltz,Das Leben der Anderen,1978,0,writer
Bai Ling,Southland Tales,1966,0,writer
Nora Dunn,Southland Tales,1952,0,writer
Carlos Amezcua,Southland Tales,1953,0,director
Richard Kelly,Southland Tales,1975,0,writer
Richard Kelly,Southland Tales,1975,0,director
Cheri Oteri,Southland Tales,1962,0,writer
Will Sasso,Southland Tales,1975,0,writer
Fred Foster,Southland Tales,1931,2019,writer
Jaret Gardiner,Southland Tales,1970,0,writer
Jaret Gardiner,Southland Tales,1970,0,director
Eli Green,Southland Tales,1978,0,director
Carlos Cuarón,Rudo y Cursi,1966,0,writer
Carlos Cuarón,Rudo y Cursi,1966,0,director
Joffre Rodrigues,Vestido de Noiva,1941,2010,writer
Denver John Collins,The Deal,1950,2016,director
Bohdan Sláma,Stestí,1967,0,director
Bohdan Sláma,Stestí,1967,0,writer
Ales Jurda,Sametoví vrazi,1953,0,writer
Matej Ruppert,Shut Up and Shoot Me,1978,0,director
Eva Holubová,Skrítek,1959,0,writer
Tomás Vorel,Skrítek,1957,0,director
Tomás Vorel,Skrítek,1957,0,writer
Martin Zbrozek,Skrítek,1963,0,writer
Mick Øgendahl,Bubbles,1973,0,writer
Mick Øgendahl,Bubbles,1973,0,director
Rachel Binder,A Year and a Day,1973,0,writer
Andrew Davis,The Guardian,1946,0,director
Andrew Davis,The Guardian,1946,0,writer
Eric Norris,The Guardian,1965,0,director
Pavel Aujezdský,Krev zmizelého,1946,0,writer
Cameron Watson,Our Very Own,1961,0,director
Cameron Watson,Our Very Own,1961,0,writer
Eduardo Barraza,La sombra del sahuaro,1979,0,director
Eduardo Barraza,La sombra del sahuaro,1979,0,writer
Adolfo Franco,La sombra del sahuaro,1980,0,writer
Adolfo Franco,La sombra del sahuaro,1980,0,director
Felicity Huffman,Transamerica,1962,0,director
Teala Dunn,Transamerica,1996,0,writer
Andrea James,Transamerica,1967,0,director
Andrea James,Transamerica,1967,0,writer
Tibor Szemzö,Az élet vendége: Csoma-legendárium,1955,0,director
Petr Zelenka,Príbehy obycejného sílenství,1967,0,director
Petr Zelenka,Príbehy obycejného sílenství,1967,0,writer
Miroslav Krobot,Príbehy obycejného sílenství,1951,0,writer
Miroslav Krobot,Príbehy obycejného sílenství,1951,0,director
Jeff Winner,Satellite,1971,0,director
Petr Forman,Kousek nebe,1964,0,director
Petr Forman,Kousek nebe,1964,0,writer
Jirí Stránský,Kousek nebe,1931,2019,writer
Michiel Snijders,Knetter,1972,0,writer
Martin Koolhoven,Knetter,1969,0,writer
Martin Koolhoven,Knetter,1969,0,director
Richard Loncraine,Firewall,1946,0,director
Richard Loncraine,Firewall,1946,0,writer
Marco Pontecorvo,Firewall,1966,0,director
Mary Lynn Rajskub,Firewall,1971,0,writer
Vince Vieluf,Firewall,1970,0,writer
Vince Vieluf,Firewall,1970,0,director
Matthew Currie Holmes,Firewall,1974,0,writer
Wendy Thorlakson,Love Wrecked,1973,0,director
Kevin Bishop,Les poupées russes,1980,0,writer
Julien Guéris,Les poupées russes,1974,0,writer
Hélène Médigue,Les poupées russes,1970,0,director
Hélène Médigue,Les poupées russes,1970,0,writer
Verne Nobles,Cheong yeon,1938,0,writer
Verne Nobles,Cheong yeon,1938,0,director
Jong-chan Yun,Cheong yeon,1963,0,director
Jong-chan Yun,Cheong yeon,1963,0,writer
Michael Valverde,Last Sunset,1966,0,director
Michael Valverde,Last Sunset,1966,0,writer
Stephen L. Antczak,Last Sunset,1966,0,writer
Tony Urban,Hunting Season,1977,0,writer
Tony Urban,Hunting Season,1977,0,director
Shawn Hunt,Hunting Season,1970,0,director
Shawn Hunt,Hunting Season,1970,0,writer
Paula Jai Parker,Hustle & Flow,1969,0,director
Craig Brewer,Hustle & Flow,1971,0,director
Craig Brewer,Hustle & Flow,1971,0,writer
Tyrone D. Dixon,Hustle & Flow,1967,0,director
Gaby Dellal,On a Clear Day,1961,0,director
Gaby Dellal,On a Clear Day,1961,0,writer
Michael Sparaga,Sidekick,1973,0,writer
Michael Sparaga,Sidekick,1973,0,director
Jessica Kavana Dornbusch,Thanks to Gravity,1976,0,director
Jessica Kavana Dornbusch,Thanks to Gravity,1976,0,writer
Mario Enriquez Jr.,Thanks to Gravity,1983,0,director
Amy Brenneman,88 Minutes,1964,0,writer
Tim Henry,88 Minutes,1944,0,writer
Gary Scott Thompson,88 Minutes,1959,0,writer
Gary Scott Thompson,88 Minutes,1959,0,director
Ben McKenzie,88 Minutes,1978,0,director
David Leonard Dreimann,88 Minutes,1980,0,writer
Brett Greenberg,88 Minutes,1986,0,writer
Evaristo Scarsanela Junior,88 Minutes,1979,0,director
Jérôme Salle,Anthony Zimmer,1971,0,writer
Jérôme Salle,Anthony Zimmer,1971,0,director
Aurélien Jegou,Anthony Zimmer,1980,0,director
Aurélien Jegou,Anthony Zimmer,1980,0,writer
Michael Urnikis,Black Days,1977,0,director
Michael Urnikis,Black Days,1977,0,writer
Lourdes Barba,Como mariposas en la luz,1949,0,director
Diego Yaker,Como mariposas en la luz,1972,0,director
Diego Yaker,Como mariposas en la luz,1972,0,writer
Nico Sentner,Dark Legacy,1982,0,writer
Nuray Sahin,One Day in Europe,1974,0,director
